PageValues_convert,Browser,Weekend,0.0672144558875947
Weekend,Browser,VisitorType,0.10019029054372919
Region,Browser,AvgAdministrative_convert,0.05619465764553178
BounceRates_convert,Weekend,ExitRates_convert,0.05169836679242528
Month,Region,Weekend,0.0322228071261254
SpecialDay,VisitorType,AvgAdministrative_convert,0.03912070494212726
PageValues_convert,VisitorType,TrafficType_convert,0.11644266710301988
Weekend,Month,OperatingSystems,0.1005559839914335
Weekend,VisitorType,BounceRates_convert,0.0771086996973339
AvgProductRelated_convert,Month,TrafficType_convert,0.1500402731044428
Weekend,AvgProductRelated_convert,Revenue,0.051468133358588505
Region,AvgInformational_convert,AvgProductRelated_convert,0.0804742344508591
Browser,VisitorType,AvgAdministrative_convert,0.0583792742767109
Weekend,BounceRates_convert,AvgInformational_convert,0.050251291365560134
Month,VisitorType,PageValues_convert,0.051759191763357866
ExitRates_convert,OperatingSystems,Browser,0.26908779428796503
Revenue,Month,TrafficType_convert,0.14035486572653233
Region,SpecialDay,Revenue,0.06375654358669015
AvgProductRelated_convert,PageValues_convert,Revenue,0.2854113414988668
ExitRates_convert,PageValues_convert,TrafficType_convert,0.033811244349242556
AvgProductRelated_convert,VisitorType,PageValues_convert,0.06534574233666007
OperatingSystems,ExitRates_convert,AvgProductRelated_convert,0.17299859151307223
OperatingSystems,VisitorType,ExitRates_convert,0.0975827093211728
Revenue,PageValues_convert,AvgProductRelated_convert,0.060998966459294354
AvgProductRelated_convert,Region,Weekend,0.04099391943719041
Weekend,TrafficType_convert,AvgInformational_convert,0.04370425293125772
AvgAdministrative_convert,SpecialDay,ExitRates_convert,0.09250420201379916
OperatingSystems,SpecialDay,Month,0.15738264660704684
Revenue,OperatingSystems,AvgAdministrative_convert,0.05133958197156322
AvgAdministrative_convert,OperatingSystems,Weekend,0.08224745110064308
AvgInformational_convert,Browser,AvgProductRelated_convert,0.0827612584393074
SpecialDay,VisitorType,ExitRates_convert,0.07489261691078725
Region,Weekend,ExitRates_convert,0.04028865611720885
AvgProductRelated_convert,BounceRates_convert,AvgAdministrative_convert,0.07243698602320049
ExitRates_convert,Region,Revenue,0.03012225483560926
TrafficType_convert,ExitRates_convert,AvgInformational_convert,0.0742320420867382
BounceRates_convert,AvgAdministrative_convert,AvgInformational_convert,0.03336257479324273
BounceRates_convert,VisitorType,AvgInformational_convert,0.035784368161662646
Weekend,OperatingSystems,Region,0.10182339532120407
VisitorType,ExitRates_convert,PageValues_convert,0.12512050898000696
AvgInformational_convert,ExitRates_convert,PageValues_convert,0.08875040542721875
OperatingSystems,Browser,Weekend,0.05284138090641475
Weekend,SpecialDay,OperatingSystems,0.046242396523517804
ExitRates_convert,Month,Browser,0.11012816157777905
TrafficType_convert,SpecialDay,VisitorType,0.06447788715224748
Month,BounceRates_convert,ExitRates_convert,0.3799641586399466
Browser,SpecialDay,AvgInformational_convert,0.046999685285127456
Month,ExitRates_convert,Revenue,0.09392786067091136
Weekend,ExitRates_convert,AvgProductRelated_convert,0.16698050592459526
OperatingSystems,Browser,BounceRates_convert,0.051219899413329426
BounceRates_convert,Region,Weekend,0.04769890629036954
Region,Month,OperatingSystems,0.09159293203111278
PageValues_convert,OperatingSystems,AvgAdministrative_convert,0.06632188037061451
Month,SpecialDay,Region,0.01327853833353733
OperatingSystems,Month,VisitorType,0.08669163653301158
Revenue,Browser,AvgAdministrative_convert,0.04868785773148819
Region,ExitRates_convert,AvgProductRelated_convert,0.17342134033458256
AvgProductRelated_convert,Browser,VisitorType,0.10926612844724436
AvgProductRelated_convert,BounceRates_convert,AvgInformational_convert,0.0494110365514171
Weekend,TrafficType_convert,Revenue,0.05190305814308677
Region,Weekend,Revenue,0.01843571022404251
SpecialDay,Month,AvgInformational_convert,0.025683955957986393
BounceRates_convert,OperatingSystems,ExitRates_convert,0.10055062102657063
TrafficType_convert,Region,Weekend,0.03649279368904883
PageValues_convert,VisitorType,ExitRates_convert,0.10319179999240771
AvgInformational_convert,Browser,Weekend,0.06319678011082136
OperatingSystems,SpecialDay,Weekend,0.13025129576120972
Revenue,SpecialDay,Weekend,0.153695563022194
Region,VisitorType,ExitRates_convert,0.12756558982426994
VisitorType,Month,ExitRates_convert,0.06344033739605054
Revenue,SpecialDay,Browser,0.031467576724178804
Revenue,SpecialDay,AvgAdministrative_convert,0.03269148290338984
Browser,ExitRates_convert,AvgProductRelated_convert,0.16936956829691194
SpecialDay,OperatingSystems,VisitorType,0.0684724542243784
Browser,SpecialDay,Weekend,0.11209861897688683
SpecialDay,Month,Browser,0.045270084679335916
Month,VisitorType,Revenue,0.04214559623988377
SpecialDay,Region,Weekend,0.009922238547817817
OperatingSystems,BounceRates_convert,ExitRates_convert,0.2742855144637876
AvgAdministrative_convert,OperatingSystems,VisitorType,0.1493377683815456
VisitorType,Region,Weekend,0.04888317024551697
Browser,SpecialDay,Month,0.15146797764099648
Month,AvgInformational_convert,AvgProductRelated_convert,0.08327948728699122
Revenue,Browser,ExitRates_convert,0.0698063404307594
Region,Month,ExitRates_convert,0.07296415798619706
Revenue,BounceRates_convert,AvgInformational_convert,0.045332069379627596
Revenue,Region,Weekend,0.016560334787497633
Month,OperatingSystems,TrafficType_convert,0.11094356667161137
Revenue,OperatingSystems,BounceRates_convert,0.09734999950927037
SpecialDay,Month,BounceRates_convert,0.02992620940575514
SpecialDay,Month,TrafficType_convert,0.05951499338053014
Revenue,OperatingSystems,TrafficType_convert,0.13472691102037862
Revenue,BounceRates_convert,AvgAdministrative_convert,0.06457680581343214
TrafficType_convert,ExitRates_convert,AvgProductRelated_convert,0.18545748701972709
Browser,BounceRates_convert,AvgProductRelated_convert,0.16005658187612312
ExitRates_convert,VisitorType,TrafficType_convert,0.08152075861766589
OperatingSystems,Browser,TrafficType_convert,0.10036519701570168
OperatingSystems,VisitorType,PageValues_convert,0.0554105534755308
Month,Region,Revenue,0.03415975157290657
ExitRates_convert,Month,Revenue,0.06653477189088824
SpecialDay,OperatingSystems,TrafficType_convert,0.15269151822823512
Region,SpecialDay,ExitRates_convert,0.10801582250017702
TrafficType_convert,Browser,Weekend,0.062263257579207906
Revenue,AvgInformational_convert,AvgProductRelated_convert,0.05347913033747756
Revenue,Browser,AvgInformational_convert,0.038128713824834924
Weekend,OperatingSystems,AvgInformational_convert,0.037208914518748554
Region,SpecialDay,TrafficType_convert,0.10267740404980827
OperatingSystems,Browser,Region,0.08423661873367218
VisitorType,BounceRates_convert,Revenue,0.09123451369575544
TrafficType_convert,BounceRates_convert,Revenue,0.08282178908167706
ExitRates_convert,VisitorType,AvgProductRelated_convert,0.026598592332251317
Month,SpecialDay,AvgAdministrative_convert,0.01775441960958698
ExitRates_convert,Month,PageValues_convert,0.03054311317461192
AvgInformational_convert,Region,Weekend,0.048183846855415595
Weekend,Browser,BounceRates_convert,0.04386022279101169
ExitRates_convert,AvgProductRelated_convert,Revenue,0.028759759268364583
TrafficType_convert,Browser,VisitorType,0.08672848755704433
PageValues_convert,Region,BounceRates_convert,0.031147024364697733
ExitRates_convert,OperatingSystems,Weekend,0.06949687078331526
PageValues_convert,Month,Browser,0.10989161048414127
SpecialDay,OperatingSystems,Browser,0.2368093248413976
BounceRates_convert,Region,VisitorType,0.09676822282067502
VisitorType,Weekend,AvgInformational_convert,0.039268341066392556
OperatingSystems,SpecialDay,VisitorType,0.07380029022228525
Browser,OperatingSystems,PageValues_convert,0.03489487466049071
Browser,OperatingSystems,AvgAdministrative_convert,0.03685386918113656
PageValues_convert,OperatingSystems,ExitRates_convert,0.06403959874595848
SpecialDay,OperatingSystems,ExitRates_convert,0.10197806102728434
Month,OperatingSystems,BounceRates_convert,0.11089652198646258
AvgInformational_convert,VisitorType,ExitRates_convert,0.10662146984606677
VisitorType,Month,OperatingSystems,0.0849079162223582
VisitorType,Month,Weekend,0.02790372388233149
Browser,VisitorType,AvgInformational_convert,0.036714379618465076
Weekend,OperatingSystems,AvgAdministrative_convert,0.05384118972492886
AvgProductRelated_convert,VisitorType,AvgInformational_convert,0.03854292913602357
Revenue,ExitRates_convert,AvgInformational_convert,0.053026966958668584
Region,SpecialDay,BounceRates_convert,0.08313243875125562
OperatingSystems,VisitorType,BounceRates_convert,0.05680198911992235
Month,VisitorType,Weekend,0.029035071879934704
Revenue,Weekend,TrafficType_convert,0.040968403295769604
AvgInformational_convert,ExitRates_convert,AvgAdministrative_convert,0.08023594440309584
AvgAdministrative_convert,ExitRates_convert,Revenue,0.08072799798261392
TrafficType_convert,OperatingSystems,ExitRates_convert,0.10494242232891028
TrafficType_convert,AvgInformational_convert,AvgProductRelated_convert,0.06824238496578633
AvgInformational_convert,OperatingSystems,ExitRates_convert,0.07337426134736676
SpecialDay,OperatingSystems,BounceRates_convert,0.10257052892670118
Region,OperatingSystems,VisitorType,0.08727012224465565
TrafficType_convert,Month,VisitorType,0.09667158290207778
OperatingSystems,SpecialDay,Revenue,0.06543810949548726
VisitorType,BounceRates_convert,ExitRates_convert,0.3290271891651495
SpecialDay,Browser,Revenue,0.034642403323227176
AvgProductRelated_convert,BounceRates_convert,Revenue,0.07289646269006873
TrafficType_convert,Browser,AvgAdministrative_convert,0.06561319171702454
Revenue,Month,Weekend,0.02666223516590916
AvgProductRelated_convert,BounceRates_convert,PageValues_convert,0.06195216344205123
SpecialDay,BounceRates_convert,Revenue,0.06022534819057805
AvgAdministrative_convert,BounceRates_convert,AvgProductRelated_convert,0.1064682511870909
AvgProductRelated_convert,SpecialDay,AvgInformational_convert,0.043737874402428774
Weekend,BounceRates_convert,ExitRates_convert,0.36653089783346304
ExitRates_convert,SpecialDay,Weekend,0.15445554372124543
ExitRates_convert,BounceRates_convert,AvgAdministrative_convert,0.04833676725936908
AvgProductRelated_convert,Region,Revenue,0.036746230542845155
Region,SpecialDay,Month,0.21777267639812098
VisitorType,SpecialDay,AvgProductRelated_convert,0.03312317592041244
Revenue,Weekend,AvgAdministrative_convert,0.01791897788103644
AvgAdministrative_convert,SpecialDay,BounceRates_convert,0.0535829966475746
Revenue,Month,AvgProductRelated_convert,0.04936063973044644
PageValues_convert,SpecialDay,TrafficType_convert,0.11312188720281523
AvgAdministrative_convert,Weekend,AvgProductRelated_convert,0.04905535941976378
Region,ExitRates_convert,TrafficType_convert,0.09718505803424415
AvgAdministrative_convert,Browser,VisitorType,0.13273225882369577
Revenue,SpecialDay,Region,0.046640317902212965
